date,song,singer,streams,url_list,Company,Duration,gender,lang
2020-08-21--2020-08-28,年少有為,Ronghao Li,"20,281",https://open.spotify.com/track/6XY80Ofqd8j0SGiEdRLwCp,"Beijing Young Music Culture Development Co., Ltd.",279,Eng,Man
2020-08-21--2020-08-28,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,"20,183",https://open.spotify.com/track/1bkvGbgK4HU8B7Ue4k7O7I,Hummingbird Music Ltd.,235,F,Man
2020-08-21--2020-08-28,分手總約在雨天,Charmaine Fong,"20,116",https://open.spotify.com/track/4F58voptx3uo1bNiJ6i1P9,Strawberry Fields Ltd.,247,F,Can
2020-08-21--2020-08-28,那些你很冒險的夢,JJ Lin,"20,037",https://open.spotify.com/track/5kZDxLcbqglZ2yYXg4Mkjc,WARNER MUSIC TAIWAN LIMITED,244,Eng,Man
2020-08-21--2020-08-28,面具,Alfred Hui,"20,030",https://open.spotify.com/track/58SUsgamkW6vFFq0YNKGrf,,291,Eng,Can
2020-08-21--2020-08-28,演員,Joker Xue,"19,928",https://open.spotify.com/track/6LunoYd3xpZ19sICOXS8Xd,北京海蝶音乐有限公司,261,Eng,Man
2020-08-21--2020-08-28,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee","19,798",https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,"Republic Records, a division of UMG Recordings, Inc.",157,G,Eng
2020-08-21--2020-08-28,Photograph,Ed Sheeran,"19,795",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,"Asylum Records UK, a Warner Music UK Company",258,Eng,Eng
2020-08-21--2020-08-28,如果雨之後,Eric Chou,"19,785",https://open.spotify.com/track/6kabSi7XCHHGThNme6J2tL,Sony Music Entertainment Taiwan Ltd.,281,Eng,Can
2020-08-21--2020-08-28,耿耿於懷,Juno Mak,"19,783",https://open.spotify.com/track/027DJzimsjm1M1hflEWLnv,,220,Eng,Can
2020-08-21--2020-08-28,Say You Won't Let Go,James Arthur,"19,777",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Sony Music Entertainment Germany GmbH,211,Eng,Eng
2020-08-21--2020-08-28,"相愛很難 - 電影""男人四十""歌曲","Jacky Cheung, Anita Mui","19,715",https://open.spotify.com/track/6kZfjIUmJqQAosGKyOcOIk,What's Music International Incorporated,223,G,Can
2020-08-21--2020-08-28,紅蓮華,LiSA,"19,704",https://open.spotify.com/track/23DbzwNJSLo7nkSWjODMvY,"9),2020(1,3-6,8,10-13) Sony Music Labels Inc. / 2018(7),2019(2) Sony Music Entertainment (Japan) Inc.",237,F,Other
2020-08-21--2020-08-28,everything i wanted,Billie Eilish,"19,623",https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,Darkroom/Interscope Records,245,F,Eng
2020-08-21--2020-08-28,I'm Yours,Jason Mraz,"19,622",https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved.,242,Eng,Eng
2020-08-21--2020-08-28,pporappippam 보라빛 밤,SUNMI,"19,436",https://open.spotify.com/track/7oQh96s9YemWG3A4zkIbrU,Makeus Entertainment,206,F,Other
2020-08-21--2020-08-28,再不再見,C AllStar,"19,331",https://open.spotify.com/track/1kcNUj4udKEFesxdclbh8n,Media Asia Music Ltd.,255,G,Can
2020-08-21--2020-08-28,たぶん,YOASOBI,"19,326",https://open.spotify.com/track/62Lv9WcrfzJqhvYDbilJy3,YOASOBI,258,G,Other
2020-08-21--2020-08-28,Children Song,Endy Chow,"19,321",https://open.spotify.com/track/5CamFNiR231zWyRQDDIRRr,WOW Music Ltd.,348,Eng,Can
2020-08-21--2020-08-28,來自天堂的魔鬼,G.E.M.,"19,311",https://open.spotify.com/track/0g2XnkKghVN22yze1gTJzl,Hummingbird Music Ltd.,245,F,Man
2020-08-21--2020-08-28,Faded,Alan Walker,"19,291",https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz,MER under exclusive license to Sony Music Entertainment Sweden AB,212,Eng,Eng
2020-08-21--2020-08-28,野孩子,Miriam Yeung,"19,177",https://open.spotify.com/track/66YUHByAhvckqMtO9EkJ1J,Cinepoly Records Co. Ltd.,221,F,Can
2020-08-21--2020-08-28,if i were u (with Lauv),blackbear,"19,141",https://open.spotify.com/track/4Rh4UxgPaRTaFfKumWtUbM,"Beartrap, LLC, under exclusive license to Alamo / Interscope Records",186,Eng,Eng
2020-08-21--2020-08-28,傳聞,Pakho Chau,"19,036",https://open.spotify.com/track/0nJx06quWzRoqStpsyv4fe,Warner Music Hong Kong Ltd.,247,Eng,Can
2020-08-21--2020-08-28,她說,JJ Lin,"19,032",https://open.spotify.com/track/632VyMrvhsHIsO4zq9khts,Ocean Butterflies,318,Eng,Man
2020-08-21--2020-08-28,特倫斯夢遊仙境,Terence Lam,"18,987",https://open.spotify.com/track/3PeCYcmMwmxshV64hPSHGS,Terence Lam Production & Co.,224,Eng,Can
2020-08-21--2020-08-28,"Can You Hear - 劇集 ""白色強人"" 插曲",Kayee Tam,"18,942",https://open.spotify.com/track/2amVta9Moyfrq77T6Z1PuS,The Voice Entertainment Group Limited,243,F,Can
2020-08-21--2020-08-28,Blueberry Faygo,Lil Mosey,"18,933",https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,Interscope Records,162,Eng,Eng
2020-08-21--2020-08-28,绿色,Shirley Chen,"18,903",https://open.spotify.com/track/6ZoJngyuPof3KsFhFKA5P5,NetEase Cloud Music,269,F,Man
2020-08-21--2020-08-28,Love Somebody,Lauv,"18,890",https://open.spotify.com/track/7LEMGMfmJDd1iLsGD9eV5l,"Lauv under exclusive license to AWAL Recordings America, Inc.",142,Eng,Eng
2020-08-21--2020-08-28,顧家 (同居版),Leon Lai,"18,722",https://open.spotify.com/track/41QZuq19v4aMj3SeEKSEWr,Amusic,229,Eng,Can
2020-08-21--2020-08-28,Dynamite - Instrumental,BTS,"18,541",https://open.spotify.com/track/6QBZlIxCB2lAPU2bM1ut1p,BigHit Entertainment,198,G,Other
2020-08-21--2020-08-28,As If It's Your Last,BLACKPINK,"18,531",https://open.spotify.com/track/1Zyd6zQnC6XIIzmg3hP7Ot,tertainment,213,G,Other
2020-08-21--2020-08-28,目黑 - 合唱版,"Endy Chow, Fiona Sit","18,461",https://open.spotify.com/track/05N5PhoJCpHIxzyGYiqthJ,Warner Music Hong Kong Ltd.,196,G,Can
2020-08-21--2020-08-28,森林,Mr.,"18,278",https://open.spotify.com/track/1E1SEZp8TW3el5VZ5Wr7eC,Cinepoly Records Co. Ltd.,306,G,Can
2020-08-21--2020-08-28,木紋,Denise Ho,"18,227",https://open.spotify.com/track/1MlFD4KiaEoT1TnRzAsXGU,East Asia Music (Holdings) Limited,330,F,Can
2020-08-21--2020-08-28,相依為命,Jordan Chan,"18,184",https://open.spotify.com/track/4iWvmSCZ0vw3darzWc1qkX,Sony BMG Music Entertainment (Hong Kong) Ltd.,235,Eng,Can
2020-08-14--2020-08-21,呼吸有害,Karen Mok,"89,726",https://open.spotify.com/track/4t53NE3uBLkTwW9rUgiHC8,Mok-A-Bye Baby Music Limited,192,F,Can
2020-08-14--2020-08-21,How You Like That,BLACKPINK,"88,952",https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3,"YG Entertainment, distributed through Interscope Records",182,G,Other
2020-08-14--2020-08-21,銀河修理員,Dear Jane,"78,529",https://open.spotify.com/track/7zph1Irpw39AuLNCPe5JIc,Warner Music Hong Kong Ltd.,232,F,Can
2020-08-14--2020-08-21,哀的美敦書,Dear Jane,"74,889",https://open.spotify.com/track/2BfKavPHWOj80JnskZIJGu,Warner Music Hong Kong Ltd.,269,F,Can
2020-08-14--2020-08-21,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,"73,332",https://open.spotify.com/track/69zgyr5HVKdInjeKpq1qHa,"Rock Records Co., Ltd.",239,G,Man
2020-08-14--2020-08-21,WAP (feat. Megan Thee Stallion),Cardi B,"66,432",https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,Atlantic Recording Corporation,187,F,Eng
2020-08-14--2020-08-21,一人之境,Terence Lam,"62,503",https://open.spotify.com/track/16VtXtccn3rmUAR9Q4W5ME,Terence Lam Production & Co.,196,Eng,Can
2020-08-14--2020-08-21,Smile (with The Weeknd),Juice WRLD,"60,136",https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,"Grade A Productions, LLC, under exclusive license to Interscope Records",196,Eng,Eng
2020-08-14--2020-08-21,cardigan,Taylor Swift,"58,717",https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,239,F,Eng
2020-08-14--2020-08-21,我該放手,JC 陳詠桐,"57,561",https://open.spotify.com/track/1ldMLpWMFcD28gbd9TICkv,Amusic,284,F,Can
2020-08-14--2020-08-21,Laugh Now Cry Later (feat. Lil Durk),Drake,"57,491",https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,"OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc.",261,Eng,Eng
2020-08-14--2020-08-21,exile (feat. Bon Iver),Taylor Swift,"54,443",https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,285,F,Eng
2020-08-14--2020-08-21,my future,Billie Eilish,"54,031",https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,Darkroom/Interscope Records,208,F,Eng
2020-08-14--2020-08-21,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo","51,783",https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,"Columbia Records, a Division of Sony Music Entertainment",171,G,Eng
2020-08-14--2020-08-21,假使世界原來不像你預期,Charmaine Fong,"50,480",https://open.spotify.com/track/53HxUdYRCRMdzYPG0qhGUP,Strawberry Fields Ltd.,267,F,Can
2020-08-14--2020-08-21,說好不哭,"Jay Chou, Ashin Chen","50,410",https://open.spotify.com/track/56wVfJKtnwlSZtC4NVgIrf,JVR Music International Ltd.,222,G,Man
2020-08-14--2020-08-21,Señorita,"Shawn Mendes, Camila Cabello","49,579",https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,"Island Records, a division of UMG Recordings, Inc.",190,G,Eng
2020-08-14--2020-08-21,幻愛 (Jonathan Version) - 電影《幻愛》主題曲,Lil’ Ashes,"49,394",https://open.spotify.com/track/6IoBHtwHYhCP3RMRGlf3t5,Photon Films (HK) Limited exclusively distributed by Sony Music Entertainment HK Ltd.,279,G,Can
2020-08-14--2020-08-21,Memories,Maroon 5,"48,654",https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,Interscope Records (222 Records),189,G,Eng
2020-08-14--2020-08-21,Be Kind (with Halsey),Marshmello,"48,463",https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,"Joytime Collective, under exclusive license to UMG Recordings, Inc.",172,G,Eng
2020-08-14--2020-08-21,Watermelon Sugar,Harry Styles,"48,206",https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,"Erskine Records Limited, under exclusive license to Columbia Records, a Division of Sony Music Entertainment",174,Eng,Eng
2020-08-14--2020-08-21,你瞞我瞞,Jason Chan,"47,818",https://open.spotify.com/track/1eId3TVzGrwv73YAWAVQMX,Sony Music Entertainment Hong Kong Ltd.,237,Eng,Can
2020-08-14--2020-08-21,Maria,Hwa Sa,"46,704",https://open.spotify.com/track/2kqnQCChvRpDRAasIwc4Rh,"sed by RBW, Inc.",199,F,Other
2020-08-14--2020-08-21,2084,Dear Jane,"46,111",https://open.spotify.com/track/6pJT4f6S8GPQ7hWCDvygrN,Warner Music Hong Kong Ltd.,316,F,Can
2020-08-14--2020-08-21,幸福門,Gin Lee,"46,109",https://open.spotify.com/track/5LFMr5IiUdZRc2jXMM0Wwx,Universal Music Ltd.,250,F,Can
2020-08-14--2020-08-21,囍帖街,Kay Tse,"45,789",https://open.spotify.com/track/3hU9nGBhYJQwvF8BJ4PUcE,Cinepoly Records Co. Ltd.,211,F,Can
2020-08-14--2020-08-21,Not Shy,ITZY,"45,781",https://open.spotify.com/track/4ecVWqbtW6phQGpZMAyqIU,JYP Entertainment,177,G,Other
2020-08-14--2020-08-21,Someone You Loved,Lewis Capaldi,"44,778",https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,Universal Music GmbH,182,Eng,Eng
2020-08-14--2020-08-21,Blinding Lights,The Weeknd,"42,999",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,"The Weeknd XO, Inc., marketed by Republic Records, a division of UMG Recordings, Inc.",200,Eng,Eng
2020-08-14--2020-08-21,ROCKSTAR (feat. Roddy Ricch),DaBaby,"42,460",https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,Interscope Records,181,Eng,Eng
2020-08-14--2020-08-21,Rain On Me (with Ariana Grande),Lady Gaga,"42,349",https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,Interscope Records,182,F,Eng
2020-08-14--2020-08-21,Stuck with U (with Justin Bieber),Ariana Grande,"41,827",https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,"Silent Records Ventures, LLC, Def Jam Recordings, a division of UMG Recordings, Inc., and Republic Records, a division of UMG Recordings, Inc.",228,F,Eng
2020-08-14--2020-08-21,春秋,Hins Cheung,"41,522",https://open.spotify.com/track/2WVbMoHdWCspdiEa7OnG1D,Universal Music Ltd.,259,Eng,Can
2020-08-14--2020-08-21,See You Next Time,AGA,"41,457",https://open.spotify.com/track/0Y5XikgsqEKgJxvjP8SMjW,Universal Music Ltd.,257,F,Can
2020-08-14--2020-08-21,我們都是這樣長大的,Sammi Cheng,"40,129",https://open.spotify.com/track/37gQxPrcu81gpr5SbOlIJO,Media Asia Music Ltd.,283,F,Can
2020-08-14--2020-08-21,明年今日,Eason Chan,"39,735",https://open.spotify.com/track/4UD5xrQI4nKftCje1y5Te9,英皇娛樂 (Emperor Entertainment Group),206,Eng,Can
2020-08-14--2020-08-21,別為我好 (我未夠好版),"Angela Hui, Phil Lam","39,114",https://open.spotify.com/track/64QzmIlqWatMTfUDuLp0wp,EEG Music,207,G,Eng
2020-08-14--2020-08-21,心淡,Joey Yung,"39,077",https://open.spotify.com/track/0Eum5dQqpUDgwJiUucG3QU,英皇娛樂 (Emperor Entertainment Group),248,F,Can
2020-08-14--2020-08-21,Come & Go (with Marshmello),Juice WRLD,"38,763",https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,"Grade A Productions, LLC, under exclusive license to Interscope Records",205,Eng,Eng
2020-08-14--2020-08-21,未來見,RubberBand,"38,674",https://open.spotify.com/track/5OPqZ5dEqrdPGatJgnZ8xG,R Flat,300,G,Can
2020-08-14--2020-08-21,怎麼了,Eric Chou,"38,460",https://open.spotify.com/track/5cU1O9P0EDA0rPkPDykhIm,"Sony Music Entertainment Taiwan Ltd. Tracks 1, 3, 5, 6, 9 (P) 2019 M.Star Entertainment. Tracks 2 ,4, 7, 8",321,Eng,Can
2020-08-14--2020-08-21,可惜我是水瓶座,Miriam Yeung,"38,419",https://open.spotify.com/track/1sWUT5hSawhEctQEQrVQdn,Cinepoly Records Co. Ltd.,215,F,Can
2020-08-14--2020-08-21,Midnight Sky,Miley Cyrus,"38,139",https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,"RCA Records, a division of Sony Music Entertainment",223,F,Eng
2020-08-14--2020-08-21,Mojito,Jay Chou,"38,126",https://open.spotify.com/track/7BYMjh3vWnHU4IFyfZdIDO,JVR Music International Ltd,185,Eng,Man
2020-08-14--2020-08-21,命硬,Justin Lo,"37,842",https://open.spotify.com/track/47RgWWTJno746wCInL4gQz,"Gold Typhoon Hong Kong, a Warner Music Group company",217,Eng,Can
2020-08-14--2020-08-21,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,"37,535",https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS,Sony Music Entertainment Taiwan Ltd.,287,Eng,Can
2020-08-14--2020-08-21,Nobody's Love,Maroon 5,"37,294",https://open.spotify.com/track/3kwgqoBqTwoAH4nT29TYrq,Interscope Records (222 Records),211,G,Eng
2020-08-14--2020-08-21,別為我好,Angela Hui,"37,213",https://open.spotify.com/track/7mjD9lnV1pLw36tPcyPHF5,EEG Music,207,F,Can
2020-08-14--2020-08-21,Dance Monkey,Tones And I,"37,020",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,Bad Batch Records,209,F,Eng
2020-08-14--2020-08-21,歲月如歌,Eason Chan,"36,149",https://open.spotify.com/track/209lkexhDOdjGJMv9iw3rJ,,207,Eng,Can
2020-08-14--2020-08-21,Intentions (feat. Quavo),Justin Bieber,"35,542",https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,"Def Jam Recordings, a division of UMG Recordings, Inc.",212,Eng,Eng
2020-08-14--2020-08-21,"小謊言 - 劇集 ""那些我愛過的人” 主題曲",Shiga Lin,"35,271",https://open.spotify.com/track/0tVoBLKi55ICRM55taBdNP,The Voice Entertainment Group Limited,231,F,Can
2020-08-14--2020-08-21,Lemon,Kenshi Yonezu,"34,842",https://open.spotify.com/track/4rvtqOGyTPZJwWtVTNdZbu,"2,8,13), 2019(6,14), 2020(1,3-5,7,9-12,15) Sony Music Labels Inc.",255,Eng,Other
2020-08-14--2020-08-21,哪裡只得我共你,Dear Jane,"34,183",https://open.spotify.com/track/6oHNXUrt4s5JJIM1WoOwsZ,Warner Music Hong Kong Ltd.,270,F,Can
2020-08-14--2020-08-21,告白氣球,Jay Chou,"34,112",https://open.spotify.com/track/1ivCIgrYZyE0BvItL4Z8lk,JVR Music International Ltd.,215,Eng,Man
2020-08-14--2020-08-21,Wishing Well,Juice WRLD,"33,368",https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,"Grade A Productions, LLC, under exclusive license to Interscope Records",194,Eng,Eng
2020-08-14--2020-08-21,下一位前度,Terence Lam,"33,237",https://open.spotify.com/track/0Q3jOuEpx8Esi2qZMQSghl,Terence Lam Production & Co.,275,Eng,Can
2020-08-14--2020-08-21,Break My Heart,Dua Lipa,"32,877",https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,"Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited",221,F,Eng
2020-08-14--2020-08-21,不許你注定一人,Dear Jane,"32,796",https://open.spotify.com/track/0zaJVOyKHcBVtf0itXajME,Warner Music Hong Kong Ltd,303,F,Can
2020-08-14--2020-08-21,合唱歌,"Juno Mak, Kay Tse","32,563",https://open.spotify.com/track/0yUl2N5Jj8zlvnYuSikfrL,Chapel of Dawn Company Ltd. & imagine.nation Music Group Ltd.,498,G,Can
2020-08-14--2020-08-21,Breaking Me,"Topic, A7S","31,965",https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,"Topic, under exclusive license to Universal Music GmbH",166,G,Eng
2020-08-14--2020-08-21,eight(Prod.&Feat. SUGA of BTS),IU,"31,395",https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,"EDAM Entertainment,under license to Kakao Entertainment",167,F,Other
2020-08-14--2020-08-21,bad guy,Billie Eilish,"31,308",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,Darkroom/Interscope Records,194,F,Eng
2020-08-14--2020-08-21,想見你想見你想見你,831,"31,027",https://open.spotify.com/track/5xXNCyjLt7CQiFzgUYN9US,"Rock Records Co., Ltd.",239,G,Man
2020-08-14--2020-08-21,時光機,Terence Siufay,"31,012",https://open.spotify.com/track/53lFtfrl5Of2Hkr5eiNscQ,"Gold Typhoon Hong Kong, a Warner Music Group company",208,Eng,Can
2020-08-14--2020-08-21,天梯,C AllStar,"30,790",https://open.spotify.com/track/18zIfBQi4akd3aiTMlvYEY,Media Asia Music Limited,271,G,Can
2020-08-14--2020-08-21,逃生門 (feat. 王灝兒) - 門外版,"Endy Chow, JW","30,476",https://open.spotify.com/track/2WMOgfhslraKnEEbXSL5JJ,WOW Music Ltd. / Sunny Idea HK Ltd.,269,G,Can
2020-08-14--2020-08-21,她整晚在寫信,Janice Vidal,"30,430",https://open.spotify.com/track/78k1jJXP82IQPdVu2cD0LM,Warner Music Hong Kong Ltd.,228,F,Can
2020-08-14--2020-08-21,Go Crazy,"Chris Brown, Young Thug","30,404",https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,"Chris Brown Entertainment, LLC, under exclusive license to RCA Records",176,G,Eng
2020-08-14--2020-08-21,櫻花樹下,Hins Cheung,"30,182",https://open.spotify.com/track/2FgDWCqMCIAATvqr9ozeYm,Universal Music Ltd.,249,Eng,Can
2020-08-14--2020-08-21,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,"29,923",https://open.spotify.com/track/6iNH42q8haGYDYGhKK6XiJ,"Koyo Entertainment Co., Ltd.",237,F,Man
2020-08-14--2020-08-21,富士山下,Eason Chan,"29,619",https://open.spotify.com/track/3cthRwQ2X0SNTaauD7tjn5,Cinepoly Records Co. Ltd.,259,Eng,Can
2020-08-14--2020-08-21,羅生門,"Juno Mak, Kay Tse","29,437",https://open.spotify.com/track/7xAVLrbnud6OrU6f4FmxDr,Silly Thing Records Company Ltd.,262,G,Can
2020-08-14--2020-08-21,到此為止,Shiga Lin,"29,318",https://open.spotify.com/track/57jgqH9etSfTvIJ7qYN1o5,Warner Music Hong Kong Ltd,261,F,Can
2020-08-14--2020-08-21,凡人不懂愛 - 劇集 “降魔的2.0” 插曲,Hubert Wu,"29,300",https://open.spotify.com/track/67rj1KvwNPRWQi5spctRGH,The Voice Entertainment Group Limited,268,Eng,Can
2020-08-14--2020-08-21,Don't Start Now,Dua Lipa,"29,295",https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,"Dua Lipa Limited under exclusive license to Warner Records UK, a division of Warner Music UK Limited",183,F,Eng
2020-08-14--2020-08-21,Shallow,"Lady Gaga, Bradley Cooper","29,245",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,"Interscope Records, Motion Picture Artwork © 2018 Warner Bros. Entertainment Inc. Motion Picture Photography © 2018 Warner Bros. Entertainment Inc. and Metro-Goldwyn-Mayer Inc.,",215,G,Eng
2020-08-14--2020-08-21,death bed (coffee for your head),"Powfu, beabadoobee","29,195",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,Columbia Records [Robots and Humans].,173,G,Eng
2020-08-14--2020-08-21,Perfect,Ed Sheeran,"28,997",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,"Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",263,Eng,Eng
2020-08-14--2020-08-21,無賴,Ronald Cheng,"28,744",https://open.spotify.com/track/1zAFaIAd1kek5IEi5AwPvL,"Gold Typhoon Hong Kong, a Warner Music Group company",243,Eng,Can
2020-08-14--2020-08-21,只是太愛你,Hins Cheung,"28,722",https://open.spotify.com/track/0s5GrkSNp9bfP2FtrtbiJ0,Universal Music Ltd.,248,Eng,Can
2020-08-14--2020-08-21,What You Waiting For,JEON SOMI,"28,675",https://open.spotify.com/track/4CoxD8tetisleUQDA7vn1B,"THE BLACK LABEL, distributed through Interscope Records",175,F,Other
2020-08-14--2020-08-21,Sour Candy (with BLACKPINK),Lady Gaga,"28,583",https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u,Interscope Records,157,F,Eng
2020-08-14--2020-08-21,"夢飛翔 - 劇集 ""那些我愛過的人"" 插曲","戴祖儀, 謝東閔","28,387",https://open.spotify.com/track/3eedMZVAKECLgtCzxDwTcP,The Voice Entertainment Group Limited,237,G,Can
2020-08-14--2020-08-21,大哥,Janice Vidal,"28,230",https://open.spotify.com/track/2fzOOTi4YDXENpUCr1fiaW,Amusic,235,F,Can
2020-08-14--2020-08-21,Something Just Like This,"The Chainsmokers, Coldplay","28,068",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,Disruptor Records/Columbia Records,247,G,Eng
2020-08-14--2020-08-21,約定,Faye Wong,"27,650",https://open.spotify.com/track/7j3QVBjUqWBwxzOZ6Chybp,Cinepoly Records Co. Ltd.,266,F,Man
2020-08-14--2020-08-21,說散就散,JC 陳詠桐,"27,499",https://open.spotify.com/track/35fpQiijFocukVyzHCjhCn,Amusic,230,F,Can
2020-08-14--2020-08-21,南昌街王子,Fiona Sit,"27,112",https://open.spotify.com/track/2GBHNTR3jBDY4oa4MVQ9AZ,Warner Music Hong Kong Ltd.,245,F,Can
2020-08-14--2020-08-21,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny","27,085",https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,"Sueños Globales, LLC, Exclusively Licensed To UMG Recordings Inc.",232,Eng,Other
2020-08-14--2020-08-21,單車,Eason Chan,"27,055",https://open.spotify.com/track/2AllsVsmrJkEwXPXwDBCQu,英皇娛樂 (Emperor Entertainment Group),211,Eng,Can
2020-08-14--2020-08-21,心之科學,Joey Yung,"26,839",https://open.spotify.com/track/1gVMd7oYGo6Whlgg7pAa7M,EEG Music,235,F,Can
2020-08-14--2020-08-21,My Oasis (feat. Burna Boy),Sam Smith,"26,695",https://open.spotify.com/track/2KoHxhRyWxJzA0VafWd5Nk,Universal Music Operations Limited,179,Eng,Eng
2020-08-14--2020-08-21,突然好想你,Mayday,"26,677",https://open.spotify.com/track/0IAgufC1FlOg1nZMmRZxRr,Bin Music International Limited,265,G,Man
2020-08-14--2020-08-21,原始心態,Kwan Gor,"26,611",https://open.spotify.com/track/1Da0ZLj6A9qPwfM36K7dXS,Sunny Idea HK Ltd.,297,Eng,Can
2020-08-14--2020-08-21,Roses - Imanbek Remix,SAINt JHN,"26,587",https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,Godd Complexx / HITCO,176,Eng,Eng
2020-08-14--2020-08-21,the 1,Taylor Swift,"26,376",https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8,Taylor Swift,210,F,Eng
2020-08-14--2020-08-21,有心人,Leslie Cheung,"26,189",https://open.spotify.com/track/1eMujWp9h2cSEPIiO6xOhN,"Rock Records Co., Ltd.",268,Eng,Can
2020-08-14--2020-08-21,追,Leslie Cheung,"25,964",https://open.spotify.com/track/66cBlqEs1viJJCE74CDfGB,"Rock Records Co., Ltd.",323,Eng,Can
2020-08-14--2020-08-21,ily (i love you baby) (feat. Emilee),Surf Mesa,"25,856",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,"Surf Mesa, under exclusive license to UMG Recordings, Inc.",176,Eng,Eng
2020-08-14--2020-08-21,妳幸福嗎?,Hubert Wu,"25,811",https://open.spotify.com/track/12Q7MehxbfNJj0dY9y7Hko,The Voice Entertainment Group Limited,269,Eng,Can
2020-08-14--2020-08-21,Kill This Love,BLACKPINK,"25,293",https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,"YG Entertainment, distributed through Interscope Records",189,G,Other
2020-08-14--2020-08-21,DUMDi DUMDi,(G)I-DLE,"25,122",https://open.spotify.com/track/2fJ70dRX7J4jiVxKUQQp7C,"CUBE ENTERTAINMENT, INC. / UNIVERSAL MUSIC LLC",210,G,Other
2020-08-14--2020-08-21,"10,000 Hours (with Justin Bieber)",Dan + Shay,"25,108",https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,Warner Music Nashville LLC.,167,G,Eng
2020-08-14--2020-08-21,夜に駆ける,YOASOBI,"25,073",https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,YOASOBI,261,G,Other
2020-08-14--2020-08-21,Head & Heart (feat. MNEK),Joel Corry,"24,940",https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,Perfect Havoc Limited,166,Eng,Eng
